id,external_id,message_preview,hash,published_at,created_at,source_id,source_name
23889,61670,"CYBER WHALES 🐳 PRIVATE GROUP

https://t.me/+QuTVlJvUolExMWFl

ONLY 30 members allowed 🔴",54ed32c7193c9f2818b06846fad72193,2025-11-20T15:12:34+00:00,2025-11-20T15:43:51.530167+00:00,155,t.me/CryptoMonk_Japan
23893,61669,"😄😄😄😄😄😄😄😄😄😄                              😄😄😄😄😄📥📥📥
 ...e/+Kargncq9tJQxYmM1
https://t.me/+Kargncq9tJQxYmM1",c192582c34955586537be781618877da,2025-11-20T14:31:55+00:00,2025-11-20T15:43:51.588912+00:00,155,t.me/CryptoMonk_Japan
23897,61667,"#LONG 🟢🔤🔤🔤🔤🔤

#CFX/USDT

Margin Mode : Isolated 💎
...100%   

📊 LEV : 20X

🇯🇵Premium 
@CryptoMonkJapan✅",9d220e99ad07768360d74578e3011776,2025-11-20T13:41:53+00:00,2025-11-20T15:43:51.711656+00:00,155,t.me/CryptoMonk_Japan
23892,61665,"𝟙𝟘𝕌𝕊𝔻𝕋 𝔽𝕆ℝ 𝟙𝟘 𝕝𝕦𝕔𝕜𝕪 𝕄𝔼𝕄𝔹𝔼ℝ𝕊📥📥📥
✅
https://t.me/+FBB...✅
https://t.me/+BO3fgqfTq84wMDc0
 
𝕁𝕆𝕀ℕ 𝔽𝔸𝕊𝕋 ✈️👆🔔👆",4833d8520e55f05e9c7de01719e1913f,2025-11-20T12:48:01+00:00,2025-11-20T15:43:51.575939+00:00,155,t.me/CryptoMonk_Japan
23890,61663,"♾Are You 🫵All Ready For 2nd Free Call of The Day.?...

See Attached Image To Know Demo Signal Timings ⏰",1d1481f59a8cc4cf022aa30882a75fb2,2025-11-20T12:01:50+00:00,2025-11-20T15:43:51.531121+00:00,155,t.me/CryptoMonk_Japan
24653,61674,"👑🎧👑🎧👑🎧👑

🚫Offer Valid for 20 minutes ⏰

🔼 https://t.me/+QuTVlJvUolExMWFl",9ee94764dc0f8fa4c8a7674b571144a4,2025-11-20T17:05:05+00:00,2025-11-20T18:01:11.351317+00:00,155,t.me/CryptoMonk_Japan
24805,61714,"⚠️ 𝐍𝐞𝐱𝐭 +𝟓𝟎𝟎% 𝐩𝐮𝐦𝐩 𝐜𝐨𝐢𝐧 𝐰𝐢𝐥𝐥 𝐛𝐞 𝐩𝐨𝐬𝐭𝐞𝐝 𝐢𝐧 𝐏𝐑𝐈𝐕𝐀𝐓𝐄 ...mqKgrWMbWEwMjU1

𝐋𝐢𝐧𝐤 𝐨𝐩𝐞𝐧 𝐨𝐧𝐥𝐲 𝐟𝐨𝐫 𝐋𝐈𝐌𝐈𝐓𝐄𝐃 𝐓𝐈𝐌𝐄 🚨",9ad930bf6b66155f67765c8ea55274dd,2025-11-21T15:02:18+00:00,2025-11-21T16:05:03.087799+00:00,155,t.me/CryptoMonk_Japan
24783,61713,"ℙ𝕣𝕚𝕧𝕒𝕥𝕖 𝕍𝕀ℙ 𝕨𝕙𝕒𝕝𝕖 𝕚𝕤 𝕤𝕙𝕒𝕣𝕚𝕟𝕘 𝕍𝕀ℙ 𝕔𝕙𝕒𝕟𝕟𝕖𝕝 𝕝𝕚𝕟𝕜 𝕗𝕠𝕣 ...
 https://t.me/+7jXuDX-ObW8yZTU1

𝕁𝕆𝕀ℕ 𝔽𝔸𝕊𝕋 ☝️☝️☝️",1f9c045156d2f878d0526ea5281ed3fa,2025-11-21T14:29:35+00:00,2025-11-21T16:05:02.746753+00:00,155,t.me/CryptoMonk_Japan
24794,61710,"MARKET IS VERY UNCERTAIN RIGHT NOW. 

BEST THING T...

NO SIGNAL TODAY ❌

🇯🇵 Premium 
@CryptoMonkJapan✅",4e3b3872836e0a539f913ac66cdc7ce2,2025-11-21T13:26:11+00:00,2025-11-21T16:05:02.821536+00:00,155,t.me/CryptoMonk_Japan
24798,61707,"♾Are You 🫵All Ready For 2nd Free Call of The Day.?...

See Attached Image To Know Demo Signal Timings ⏰",1d1481f59a8cc4cf022aa30882a75fb2,2025-11-21T12:07:55+00:00,2025-11-21T16:05:02.984725+00:00,155,t.me/CryptoMonk_Japan
24817,61705,#EDUCATIONAL_POST,88382b55e724801bfc01820a92290b9c,2025-11-21T10:55:12+00:00,2025-11-21T16:05:03.673777+00:00,155,t.me/CryptoMonk_Japan
24800,61702,"Crypto Monk Japanese Premium Services
🔤🔤🔤🔤🔤

🔥🎍OUR...Change Your Life 🔥💎

🇯🇵 Premium 
@CryptoMonkJapan✅",5a141a4c6c8ccee2dd1dadb992b3e35f,2025-11-21T09:45:47+00:00,2025-11-21T16:05:03.075601+00:00,155,t.me/CryptoMonk_Japan
24810,61697,"#ETC🔥🚀

👉🏻 TARGET : ALL TARGET😎
👉🏻 PROFIT : 328%🤦‍♂️

🇯🇵 PREMIUM 
@CryptoMonkJapan✅",19d91aed13d7e0153e7cb1bbc37531f5,2025-11-21T07:31:26+00:00,2025-11-21T16:05:03.343815+00:00,155,t.me/CryptoMonk_Japan
24775,61690,"#SAPIEN🔥🚀

👉🏻 TARGET : ALL TARGET😎
👉🏻 PROFIT : 247...N : 1D 11Hrs 59MINS

🇯🇵 PREMIUM 
@CryptoMonkJapan✅",6d4e932ada40193809bf18b2fdf085a6,2025-11-21T05:35:41+00:00,2025-11-21T16:05:02.626161+00:00,155,t.me/CryptoMonk_Japan
24806,61686,"#LONG 🟢🔤🔤🔤🔤🔤

#TIA/USDT

Margin Mode : Isolated 💎
...100%   

📊 LEV : 20X

🇯🇵Premium 
@CryptoMonkJapan✅",a56b5e999da17f5371cef02baaf04361,2025-11-21T03:32:58+00:00,2025-11-21T16:05:03.104690+00:00,155,t.me/CryptoMonk_Japan
24803,61684,"🔥Are You 🫵🏻 All Ready For Free Call of The Day.? 
...ost Our Channel 🔥

https://t.me/boost?c=1552004524",83886a38d0563c65094585906ee904d6,2025-11-21T02:31:27+00:00,2025-11-21T16:05:03.083923+00:00,155,t.me/CryptoMonk_Japan
24801,61681,TODAY'S FEAR & GREED INDEX 🚨 BE LIKE 🔥,45a28d49dc552494a8a3829b8f2f713a,2025-11-21T01:30:50+00:00,2025-11-21T16:05:03.082461+00:00,155,t.me/CryptoMonk_Japan
26930,61759,"😇🥰😇🥰😇🥰😇😇🥰🥰🥰🥰😇

https://t.me/+1mqKgrWMbWEwMjU1

👨‍🦳 Don't Miss Bottom Trading Signal 👨‍🦳",ae39609ee0b6e441985cc94590998f31,2025-11-22T17:56:36+00:00,2025-11-22T18:05:31.008163+00:00,155,t.me/CryptoMonk_Japan
26932,61754,"🚨 𝐁𝐓𝐂/𝐔𝐒𝐃𝐓 🚨

📥𝐓𝐑𝐀𝐃𝐄 - 𝐒𝐇𝐎𝐑𝐓⬇️

🐋 𝑭𝑼𝑳𝑳 𝑺𝑬𝑻𝑼𝑷 𝑫𝑬𝑻𝑨𝑰𝑳𝑺 𝑰𝑺 𝑯𝑬𝑹𝑬 !!",122b37d3ae649cbd6565832cc65d5f5a,2025-11-22T15:46:15+00:00,2025-11-22T18:05:31.051661+00:00,155,t.me/CryptoMonk_Japan
26939,61752,"#SHORT 🔴 🔤🔤🔤🔤🔤

#ALGO/USDT 

Margin Mode : Isolate...

📊 LEV : 10X - 20X

🇯🇵 Premium 
@CryptoMonkJapan✅",fde4a4df9d98b7fdcd78301e5c5e03b8,2025-11-22T13:53:35+00:00,2025-11-22T18:05:31.076898+00:00,155,t.me/CryptoMonk_Japan
26943,61748,"♾Are You 🫵All Ready For 2nd Free Call of The Day.?...

See Attached Image To Know Demo Signal Timings ⏰",1d1481f59a8cc4cf022aa30882a75fb2,2025-11-22T11:42:58+00:00,2025-11-22T18:05:31.238876+00:00,155,t.me/CryptoMonk_Japan
26942,61744,"Crypto Monk Japanese Premium Services
🔤🔤🔤🔤🔤

🔥🎍OUR...Change Your Life 🔥💎

🇯🇵 Premium 
@CryptoMonkJapan✅",5a141a4c6c8ccee2dd1dadb992b3e35f,2025-11-22T09:20:14+00:00,2025-11-22T18:05:31.224376+00:00,155,t.me/CryptoMonk_Japan
26936,61739,"#DYM🔥🚀

👉🏻 TARGET : 1️⃣2️⃣😎
👉🏻 PROFIT : 71%🤦‍♂️
👉🏻...ATION : 1HRS 37MINS

🇯🇵 PREMIUM 
@CryptoMonkJapan✅",af8bbac140e5929ad72a48123ae0bff4,2025-11-22T07:05:55+00:00,2025-11-22T18:05:31.074493+00:00,155,t.me/CryptoMonk_Japan
26935,61732,"#ONDO🔥🚀

👉🏻 TARGET : 1️⃣😎
👉🏻 PROFIT : 31%🤦‍♂️
👉🏻 DURATION : 15MINS

🇯🇵 PREMIUM 
@CryptoMonkJapan✅",1bf65e1121aafddddf0bc3ff5712ee61,2025-11-22T05:03:50+00:00,2025-11-22T18:05:31.054911+00:00,155,t.me/CryptoMonk_Japan
26938,61730,"#SHORT 🔴 🔤🔤🔤🔤🔤

#ONDO/USDT 

Margin Mode : Isolate...

📊 LEV : 10X - 20X

🇯🇵 Premium 
@CryptoMonkJapan✅",2af9db63f61df0a0f1c14232d615dad2,2025-11-22T04:09:28+00:00,2025-11-22T18:05:31.081572+00:00,155,t.me/CryptoMonk_Japan
26944,61724,"🔥Are You 🫵🏻 All Ready For Free Call of The Day.? 
...ost Our Channel 🔥

https://t.me/boost?c=1552004524",83886a38d0563c65094585906ee904d6,2025-11-22T02:34:55+00:00,2025-11-22T18:05:31.400401+00:00,155,t.me/CryptoMonk_Japan
26934,61721,TODAY'S FEAR & GREED INDEX 🚨 BE LIKE 🔥,45a28d49dc552494a8a3829b8f2f713a,2025-11-22T01:31:26+00:00,2025-11-22T18:05:31.060063+00:00,155,t.me/CryptoMonk_Japan
28473,61795,"🔹🔻🔹🔻🔹🔻🔹🔻🔹🔻🔹

💻My premium link is Open for next 50 members. 👇👇

https://t.me/+U7RkCN2suAFjMTk1",36cc91f5cb24584e4dbf66b10d2be8a7,2025-11-23T16:19:30+00:00,2025-11-23T17:22:16.277891+00:00,155,t.me/CryptoMonk_Japan
